date_time,temp,date,time,weekday,month,year,temp_deseasoned1,deseasoned_24hr_smooth,deseasoned_weekly_smooth
2015-01-06 16:00:00,47.40331999999995,2015-01-06,16:00:00,Tuesday,January,2015,-2.41189875000007,-0.515612812500018,0.7120867699115003
2015-01-06 17:00:00,45.0624875000001,2015-01-06,17:00:00,Tuesday,January,2015,-6.131497499999973,-0.7023060937500185,0.6520553289473646
2015-01-06 18:00:00,44.09144375000004,2015-01-06,18:00:00,Tuesday,January,2015,-4.055759999999992,-0.8901764062500132,0.6111178043478224
2015-01-06 19:00:00,42.11329999999997,2015-01-06,19:00:00,Tuesday,January,2015,-2.225340000000166,-0.968386406250023,0.5866655818965467
2015-01-06 20:00:00,39.2181125,2015-01-06,20:00:00,Tuesday,January,2015,-1.5072075000000993,-0.9910865625000292,0.5687692307692249
2015-01-06 21:00:00,39.075316250000014,2015-01-06,21:00:00,Tuesday,January,2015,-1.422843750000105,-1.0378589062500347,0.5518911546610101
2015-01-06 22:00:00,39.334583750000064,2015-01-06,22:00:00,Tuesday,January,2015,-1.3097362500000003,-1.0821112500000334,0.5362472268907496
2015-01-06 23:00:00,38.62411250000004,2015-01-06,23:00:00,Tuesday,January,2015,-0.4613512499999288,-1.1476645312500284,0.5279339062499939
2015-01-07 00:00:00,38.38808750000004,2015-01-07,00:00:00,Wednesday,January,2015,0.4449712499999663,-1.1540217187500286,0.5272482644628036
2015-01-07 01:00:00,38.21738000000007,2015-01-07,01:00:00,Wednesday,January,2015,0.37602000000004665,-1.1699067187500276,0.5260086885245843
2015-01-07 02:00:00,37.56536375,2015-01-07,02:00:00,Wednesday,January,2015,1.0064362500000001,-1.1326223437500298,0.5299146036585308
2015-01-07 03:00:00,37.790476250000026,2015-01-07,03:00:00,Wednesday,January,2015,1.1949525000000847,-1.1244576562500226,0.535277812499995
